make,model,procSpeed,salePrice
Razer,Blade,3.3,1900.0
Razer,Blade,3.1,1747.0
Razer,Blade,3.8,1844.0
Razer,Blade,3.6,1101.0
Acer,Predator,3.1,862.0
Razer,Blade,3.8,930.0
Lenovo,Legion,3.7,877.0
Asus,ROG,3.5,862.0
Razer,Blade,3.5,1254.0
Asus,ROG,3.2,1120.0
Alienware,Area-51,3.7,1436.0
HP,Omen,3.0,1904.0
Asus,ROG,3.6,961.0
Razer,Blade,3.1,1068.0
HP,Omen,3.4,1779.0
Razer,Blade,3.4,1561.0
Razer,Blade,3.4,1486.0
Alienware,Area-51,3.6,1580.0
HP,Omen,3.4,1325.0
Razer,Blade,3.6,1798.0
Alienware,Area-51,3.7,715.0
Acer,Predator,3.0,737.0
Razer,Blade,3.8,1102.0
Razer,Blade,3.5,1452.0
MSI,Raider,3.7,1185.0
Razer,Blade,3.0,649.0
Razer,Blade,3.0,1083.0
Razer,Blade,3.8,1357.0
Acer,Predator,3.6,1558.0
Razer,Blade,3.7,577.0
Razer,Blade,3.4,1447.0
Lenovo,Legion,3.3,951.0
HP,Omen,3.4,1479.0
Razer,Blade,3.2,768.0
Razer,Blade,3.3,1127.0
Razer,Blade,3.1,1564.0
Razer,Blade,3.1,1814.0
Alienware,Area-51,3.4,973.0
Alienware,Area-51,3.7,892.0
Razer,Blade,3.7,1123.0
Asus,ROG,3.0,1474.0
Acer,Predator,3.8,1289.0
Razer,Blade,3.5,1500.0
Lenovo,Legion,3.0,1135.0
Razer,Blade,3.0,982.0
Razer,Blade,3.0,1810.0
Lenovo,Legion,3.2,558.0
Acer,Predator,3.2,1773.0
Razer,Blade,3.6,1834.0
Razer,Blade,3.4,1015.0
Alienware,Area-51,3.1,1604.0
Razer,Blade,3.3,1665.0
Asus,ROG,3.5,642.0
Alienware,Area-51,3.2,1823.0
Razer,Blade,3.1,1432.0
Razer,Blade,3.1,1214.0
Lenovo,Legion,3.2,1493.0
Razer,Blade,3.4,904.0
Acer,Predator,3.2,1603.0
Razer,Blade,3.0,1488.0
Asus,ROG,3.0,787.0
Razer,Blade,3.7,621.0
Razer,Blade,3.2,1129.0
Asus,ROG,3.5,613.0
Razer,Blade,3.1,1246.0
Razer,Blade,3.6,1265.0
Razer,Blade,3.0,862.0
Razer,Blade,3.7,766.0
Razer,Blade,3.7,1391.0
Asus,ROG,3.3,1068.0
HP,Omen,3.4,593.0
HP,Omen,3.4,817.0
Acer,Predator,3.2,1155.0
Razer,Blade,3.8,1708.0
Acer,Predator,3.1,1743.0
Razer,Blade,3.7,1277.0
Lenovo,Legion,3.4,1354.0
Razer,Blade,3.5,1253.0
Razer,Blade,3.6,1330.0
Razer,Blade,3.2,728.0
HP,Omen,3.2,1349.0
Razer,Blade,3.8,648.0
Razer,Blade,3.5,1930.0
Razer,Blade,3.7,753.0
Razer,Blade,3.3,670.0
Alienware,Area-51,3.5,933.0
MSI,Raider,3.6,758.0
Acer,Predator,3.3,1067.0
Razer,Blade,3.0,1599.0
Lenovo,Legion,3.2,1506.0
Razer,Blade,3.3,1435.0
Alienware,Area-51,3.1,1834.0
Asus,ROG,3.1,1037.0
Razer,Blade,3.4,558.0
Alienware,Area-51,3.7,787.0
Razer,Blade,3.6,753.0
MSI,Raider,3.8,590.0
Razer,Blade,3.0,1306.0
Razer,Blade,3.6,590.0
Alienware,Area-51,3.0,1821.0
Razer,Blade,3.1,764.0
Lenovo,Legion,3.2,1155.0
Razer,Blade,3.3,1468.0
Razer,Blade,3.2,1486.0
Razer,Blade,3.7,1005.0
Alienware,Area-51,3.0,1623.0
MSI,Raider,3.1,1795.0
Razer,Blade,3.6,1319.0
Razer,Blade,3.8,1729.0
Razer,Blade,3.1,1456.0
HP,Omen,3.8,1198.0
Razer,Blade,3.1,1594.0
Razer,Blade,3.6,823.0
Razer,Blade,3.5,936.0
MSI,Raider,3.3,1123.0
HP,Omen,3.4,1605.0
Razer,Blade,3.4,1098.0
Razer,Blade,3.7,1517.0
Razer,Blade,3.8,795.0
Razer,Blade,3.1,920.0
Lenovo,Legion,3.0,1552.0
Razer,Blade,3.1,1755.0
Alienware,Area-51,3.1,1241.0
Razer,Blade,3.3,1234.0
Razer,Blade,3.8,1646.0
HP,Omen,3.8,823.0
Razer,Blade,3.5,1806.0
MSI,Raider,3.3,760.0
Razer,Blade,3.6,1759.0
Razer,Blade,3.7,1605.0
Razer,Blade,3.7,841.0
HP,Omen,3.6,1475.0
Razer,Blade,3.4,1914.0
Razer,Blade,3.8,1518.0
Razer,Blade,3.8,974.0
Razer,Blade,3.1,1346.0
Alienware,Area-51,3.1,1825.0
Razer,Blade,3.1,836.0
Razer,Blade,3.5,636.0
Acer,Predator,3.7,1831.0
HP,Omen,3.6,1003.0
Razer,Blade,3.0,1616.0
Asus,ROG,3.5,912.0
Razer,Blade,3.7,1918.0
Razer,Blade,3.5,773.0
Razer,Blade,3.0,1150.0
Razer,Blade,3.2,1410.0
MSI,Raider,3.5,1665.0
Asus,ROG,3.7,590.0
Alienware,Area-51,3.0,1756.0
Razer,Blade,3.3,1015.0
Asus,ROG,3.4,1544.0
Asus,ROG,3.0,833.0
Razer,Blade,3.2,1834.0
Razer,Blade,3.6,1602.0
Acer,Predator,3.8,1032.0
Razer,Blade,3.1,1213.0
HP,Omen,3.3,654.0
MSI,Raider,3.3,885.0
Razer,Blade,3.5,1846.0
HP,Omen,3.3,1515.0
Razer,Blade,3.2,1383.0
Razer,Blade,3.3,1474.0
Alienware,Area-51,3.8,1867.0
Razer,Blade,3.5,1001.0
Razer,Blade,3.3,1905.0
Razer,Blade,3.5,1486.0
Razer,Blade,3.3,872.0
Razer,Blade,3.5,1889.0
Razer,Blade,3.1,1763.0
Razer,Blade,3.6,1427.0
Asus,ROG,3.3,1262.0
Razer,Blade,3.0,1458.0
Razer,Blade,3.4,1286.0
Razer,Blade,3.1,1682.0
Razer,Blade,3.0,723.0
Razer,Blade,3.8,1809.0
MSI,Raider,3.0,1171.0
Razer,Blade,3.8,1166.0
Lenovo,Legion,3.3,1573.0
Asus,ROG,3.7,907.0
MSI,Raider,3.2,937.0
HP,Omen,3.4,1266.0
Razer,Blade,3.1,901.0
MSI,Raider,3.2,1283.0
MSI,Raider,3.5,1737.0
Razer,Blade,3.6,757.0
Acer,Predator,3.6,846.0
Alienware,Area-51,3.4,1739.0
Razer,Blade,3.1,652.0
Razer,Blade,3.0,1291.0
Asus,ROG,3.4,894.0
Razer,Blade,3.5,796.0
HP,Omen,3.7,1143.0
HP,Omen,3.3,852.0
Razer,Blade,3.4,1505.0
Acer,Predator,3.0,1517.0
HP,Omen,3.5,1930.0
Razer,Blade,3.2,1386.0
Razer,Blade,3.0,1437.0
Razer,Blade,3.1,1963.0
Razer,Blade,3.2,815.0
Razer,Blade,3.3,592.0
Razer,Blade,3.8,1558.0
Razer,Blade,3.2,1989.0
Razer,Blade,3.1,1090.0
Acer,Predator,3.3,937.0
Razer,Blade,3.0,1712.0
Razer,Blade,3.0,794.0
Razer,Blade,3.8,1193.0
Acer,Predator,3.5,896.0
Razer,Blade,3.6,999.0
Razer,Blade,3.7,1009.0
Razer,Blade,3.6,1196.0
HP,Omen,3.6,1008.0
Asus,ROG,3.3,1536.0
Razer,Blade,3.0,869.0
MSI,Raider,3.3,610.0
Razer,Blade,3.6,773.0
Razer,Blade,3.3,1403.0
Razer,Blade,3.3,1263.0
HP,Omen,3.6,592.0
Razer,Blade,3.5,1930.0
Asus,ROG,3.7,1743.0
Asus,ROG,3.2,1332.0
Razer,Blade,3.6,841.0
Razer,Blade,3.3,953.0
Razer,Blade,3.2,1832.0
Razer,Blade,3.1,802.0
Razer,Blade,3.0,1020.0
Razer,Blade,3.2,1477.0
Razer,Blade,3.8,734.0
Razer,Blade,3.0,802.0
Razer,Blade,3.7,1574.0
Razer,Blade,3.5,1555.0
Razer,Blade,3.1,1384.0
Razer,Blade,3.4,889.0
Razer,Blade,3.4,696.0
Razer,Blade,3.4,1971.0
Razer,Blade,3.4,738.0
Lenovo,Legion,3.6,1124.0
Razer,Blade,3.0,1404.0
Razer,Blade,3.2,1480.0
Asus,ROG,3.4,1463.0
Razer,Blade,3.7,709.0
Razer,Blade,3.5,979.0
Razer,Blade,3.1,808.0
Razer,Blade,3.0,1376.0
Razer,Blade,3.1,1749.0
Razer,Blade,3.8,1935.0
Alienware,Area-51,3.7,1105.0
Razer,Blade,3.7,1177.0
Razer,Blade,3.0,1471.0
Razer,Blade,3.4,1628.0
Razer,Blade,3.7,1355.0
Razer,Blade,3.0,1606.0
Razer,Blade,3.5,666.0
Razer,Blade,3.0,1183.0
HP,Omen,3.1,1622.0
Acer,Predator,3.2,675.0
Razer,Blade,3.5,1731.0
Asus,ROG,3.1,1299.0
Razer,Blade,3.6,1224.0
Razer,Blade,3.5,520.0
HP,Omen,3.8,1166.0
MSI,Raider,3.7,613.0
Razer,Blade,3.2,1807.0
Razer,Blade,3.4,1753.0
HP,Omen,3.2,1779.0
Razer,Blade,3.6,1277.0
Razer,Blade,3.2,1986.0
Lenovo,Legion,3.2,973.0
Razer,Blade,3.4,535.0
Razer,Blade,3.5,1290.0
HP,Omen,3.8,1816.0
Razer,Blade,3.3,739.0
Razer,Blade,3.4,1192.0
Razer,Blade,3.4,1921.0
MSI,Raider,3.6,1721.0
Asus,ROG,3.4,1021.0
Razer,Blade,3.6,1548.0
Razer,Blade,3.6,547.0
Acer,Predator,3.0,1929.0
Acer,Predator,3.0,983.0
Asus,ROG,3.1,694.0
Razer,Blade,3.0,1586.0
Asus,ROG,3.7,1577.0
Asus,ROG,3.3,1135.0
Acer,Predator,3.1,1903.0
Razer,Blade,3.0,1298.0
Razer,Blade,3.0,991.0
Razer,Blade,3.4,1560.0
Razer,Blade,3.1,1679.0
Razer,Blade,3.1,1276.0
Razer,Blade,3.6,908.0
MSI,Raider,3.3,1366.0
HP,Omen,3.2,1964.0
Acer,Predator,3.2,1357.0
Asus,ROG,3.3,1255.0
Razer,Blade,3.6,1850.0
Asus,ROG,3.3,1497.0
Razer,Blade,3.4,1389.0
Acer,Predator,3.5,1038.0
Alienware,Area-51,3.6,1608.0
Razer,Blade,3.1,1805.0
MSI,Raider,3.8,1163.0
Lenovo,Legion,3.8,1384.0
Alienware,Area-51,3.5,939.0
Razer,Blade,3.2,757.0
Razer,Blade,3.1,1585.0
HP,Omen,3.2,1501.0
Razer,Blade,3.8,594.0
Razer,Blade,3.0,1177.0
Razer,Blade,3.1,766.0
MSI,Raider,3.5,724.0
Razer,Blade,3.0,1786.0
Razer,Blade,3.4,1886.0
Razer,Blade,3.2,1592.0
Lenovo,Legion,3.0,1289.0
Razer,Blade,3.2,1648.0
Acer,Predator,3.7,1002.0
MSI,Raider,3.8,1296.0
Lenovo,Legion,3.6,631.0
Razer,Blade,3.2,827.0
HP,Omen,3.6,1894.0
Razer,Blade,3.0,857.0
Razer,Blade,3.1,1135.0
Razer,Blade,3.5,1847.0
Razer,Blade,3.6,1035.0
Razer,Blade,3.4,1363.0
Razer,Blade,3.1,1868.0
Razer,Blade,3.1,1928.0
Lenovo,Legion,3.6,1137.0
Asus,ROG,3.7,1284.0
Razer,Blade,3.8,1022.0
Razer,Blade,3.1,1768.0
MSI,Raider,3.8,1222.0
Asus,ROG,3.5,730.0
Razer,Blade,3.0,1377.0
Razer,Blade,3.8,1536.0
Alienware,Area-51,3.1,1337.0
Acer,Predator,3.0,565.0
Razer,Blade,3.8,877.0
Razer,Blade,3.5,1236.0
MSI,Raider,3.2,860.0
Asus,ROG,3.4,1033.0
Razer,Blade,3.6,876.0
HP,Omen,3.1,1856.0
Razer,Blade,3.7,1308.0
Razer,Blade,3.2,870.0
HP,Omen,3.6,1037.0
Razer,Blade,3.8,718.0
Alienware,Area-51,3.8,723.0
Razer,Blade,3.4,1813.0
Razer,Blade,3.5,1266.0
Razer,Blade,3.3,1437.0
Alienware,Area-51,3.2,1656.0
HP,Omen,3.7,757.0
Lenovo,Legion,3.3,1579.0
Razer,Blade,3.7,1887.0
Acer,Predator,3.1,1978.0
Razer,Blade,3.8,1825.0
Acer,Predator,3.1,807.0
Razer,Blade,3.5,1185.0
Razer,Blade,3.2,1125.0
Asus,ROG,3.3,1277.0
Razer,Blade,3.5,1521.0
Razer,Blade,3.5,1318.0
Razer,Blade,3.4,572.0
Razer,Blade,3.2,1264.0
Razer,Blade,3.8,1508.0
Razer,Blade,3.7,887.0
Acer,Predator,3.6,1469.0
Acer,Predator,3.3,1568.0
Acer,Predator,3.1,1770.0
Razer,Blade,3.6,1525.0
Asus,ROG,3.6,1625.0
Razer,Blade,3.8,1864.0
Acer,Predator,3.8,1208.0
Asus,ROG,3.5,1154.0
HP,Omen,3.3,1764.0
HP,Omen,3.3,1688.0
Alienware,Area-51,3.3,525.0
Lenovo,Legion,3.8,683.0
Razer,Blade,3.3,673.0
HP,Omen,3.4,919.0
Razer,Blade,3.4,542.0
Lenovo,Legion,3.1,1898.0
Acer,Predator,3.0,1266.0
Razer,Blade,3.7,1299.0
Razer,Blade,3.4,1564.0
Lenovo,Legion,3.4,1521.0
Razer,Blade,3.3,981.0
Asus,ROG,3.1,1363.0
Asus,ROG,3.3,740.0
Alienware,Area-51,3.1,1434.0
Razer,Blade,3.3,887.0
Razer,Blade,3.7,1091.0
Razer,Blade,3.0,870.0
Razer,Blade,3.4,678.0
Razer,Blade,3.1,988.0
Razer,Blade,3.5,517.0
MSI,Raider,3.7,755.0
Razer,Blade,3.1,538.0
Razer,Blade,3.3,1299.0
Acer,Predator,3.1,1823.0
Razer,Blade,3.5,1653.0
HP,Omen,3.7,1112.0
Razer,Blade,3.0,1910.0
Razer,Blade,3.0,1992.0
Acer,Predator,3.0,1116.0
HP,Omen,3.5,1107.0
Razer,Blade,3.1,664.0
Razer,Blade,3.3,1680.0
Acer,Predator,3.1,807.0
Acer,Predator,3.6,794.0
Razer,Blade,3.3,1426.0
Alienware,Area-51,3.6,1258.0
Razer,Blade,3.5,1543.0
Razer,Blade,3.5,1655.0
Lenovo,Legion,3.5,1685.0
Razer,Blade,3.8,1068.0
HP,Omen,3.7,1642.0
HP,Omen,3.0,1208.0
Alienware,Area-51,3.6,1987.0
Acer,Predator,3.1,1191.0
Razer,Blade,3.8,621.0
Asus,ROG,3.8,1947.0
Razer,Blade,3.2,1580.0
Razer,Blade,3.3,779.0
Acer,Predator,3.8,844.0
Razer,Blade,3.1,1399.0
Razer,Blade,3.8,1905.0
Razer,Blade,3.1,1115.0
HP,Omen,3.7,918.0
Razer,Blade,3.8,1909.0
Razer,Blade,3.2,1927.0
Lenovo,Legion,3.7,886.0
MSI,Raider,3.8,1765.0
Asus,ROG,3.7,612.0
HP,Omen,3.1,1154.0
Razer,Blade,3.1,1052.0
Razer,Blade,3.1,1414.0
Acer,Predator,3.3,1923.0
Razer,Blade,3.6,1827.0
Razer,Blade,3.6,950.0
MSI,Raider,3.0,1679.0
Razer,Blade,3.6,1862.0
Razer,Blade,3.6,1122.0
Razer,Blade,3.1,874.0
MSI,Raider,3.2,1320.0
Razer,Blade,3.1,1868.0
Asus,ROG,3.0,1167.0
Razer,Blade,3.5,793.0
HP,Omen,3.4,1397.0
Lenovo,Legion,3.7,1411.0
Razer,Blade,3.6,1175.0
HP,Omen,3.5,1567.0
Razer,Blade,3.2,817.0
Lenovo,Legion,3.6,655.0
Lenovo,Legion,3.2,588.0
Lenovo,Legion,3.5,1528.0
HP,Omen,3.4,796.0
Razer,Blade,3.3,902.0
Razer,Blade,3.1,1049.0
Acer,Predator,3.3,1219.0
Acer,Predator,3.0,1767.0
HP,Omen,3.3,949.0
Razer,Blade,3.3,1910.0
MSI,Raider,3.0,1288.0
Lenovo,Legion,3.1,910.0
Razer,Blade,3.7,934.0
Razer,Blade,3.3,955.0
MSI,Raider,3.8,1593.0
Razer,Blade,3.6,1889.0
Razer,Blade,3.2,604.0
Lenovo,Legion,3.1,1947.0
Razer,Blade,3.4,802.0
Razer,Blade,3.7,1223.0
Razer,Blade,3.6,1337.0
MSI,Raider,3.8,1316.0
Razer,Blade,3.6,1922.0
Razer,Blade,3.2,756.0
Asus,ROG,3.7,1572.0
Razer,Blade,3.5,1117.0
Razer,Blade,3.4,1737.0
Alienware,Area-51,3.7,1898.0
Razer,Blade,3.8,1756.0
Lenovo,Legion,3.2,1000.0
Razer,Blade,3.6,528.0
Razer,Blade,3.4,1899.0
Razer,Blade,3.1,504.0
Alienware,Area-51,3.4,1018.0
Razer,Blade,3.4,1245.0
Asus,ROG,3.1,1940.0
HP,Omen,3.0,1720.0
Razer,Blade,3.5,1621.0
Acer,Predator,3.1,1161.0
HP,Omen,3.7,1349.0
Asus,ROG,3.1,1221.0
Razer,Blade,3.5,682.0
Razer,Blade,3.0,1850.0
HP,Omen,3.5,934.0
Razer,Blade,3.3,835.0
HP,Omen,3.0,1200.0
Razer,Blade,3.1,913.0
Razer,Blade,3.2,1252.0
Razer,Blade,3.7,1945.0
MSI,Raider,3.1,1400.0
Razer,Blade,3.8,1034.0
Acer,Predator,3.7,1569.0
Razer,Blade,3.8,1720.0
Asus,ROG,3.7,1679.0
Acer,Predator,3.5,1211.0
Razer,Blade,3.2,726.0
Razer,Blade,3.3,850.0
Razer,Blade,3.5,1356.0
Asus,ROG,3.3,663.0
MSI,Raider,3.5,1911.0
Razer,Blade,3.8,1407.0
Razer,Blade,3.4,1140.0
Razer,Blade,3.8,1520.0
MSI,Raider,3.3,758.0
Razer,Blade,3.5,1960.0
Razer,Blade,3.7,1313.0
Razer,Blade,3.3,638.0
Razer,Blade,3.0,854.0
Razer,Blade,3.0,664.0
Lenovo,Legion,3.8,864.0
Razer,Blade,3.4,878.0
Alienware,Area-51,3.8,1143.0
Razer,Blade,3.2,901.0
HP,Omen,3.4,1276.0
Razer,Blade,3.3,616.0
Razer,Blade,3.4,1617.0
Acer,Predator,3.2,641.0
Razer,Blade,3.8,759.0
Razer,Blade,3.3,1340.0
Acer,Predator,3.2,995.0
Razer,Blade,3.4,1681.0
Razer,Blade,3.5,1405.0
Razer,Blade,3.1,818.0
Acer,Predator,3.3,1812.0
Acer,Predator,3.7,1682.0
Lenovo,Legion,3.8,1705.0
Razer,Blade,3.5,1080.0
Razer,Blade,3.2,1184.0
Lenovo,Legion,3.3,1757.0
Razer,Blade,3.4,835.0
Acer,Predator,3.6,668.0
Razer,Blade,3.6,821.0
Razer,Blade,3.2,1512.0
Razer,Blade,3.1,1575.0
Razer,Blade,3.4,1329.0
Asus,ROG,3.3,1674.0
Lenovo,Legion,3.0,556.0
Razer,Blade,3.3,1118.0
Asus,ROG,3.7,1661.0
Alienware,Area-51,3.5,1822.0
Razer,Blade,3.3,1812.0
Lenovo,Legion,3.6,1237.0
Alienware,Area-51,3.4,1984.0
Razer,Blade,3.7,838.0
HP,Omen,3.7,1046.0
Alienware,Area-51,3.2,890.0
Asus,ROG,3.5,1881.0
Acer,Predator,3.7,1338.0
Razer,Blade,3.0,1817.0
Razer,Blade,3.2,1337.0
HP,Omen,3.7,987.0
Razer,Blade,3.7,1003.0
Razer,Blade,3.0,1013.0
Asus,ROG,3.6,662.0
Acer,Predator,3.2,1294.0
Razer,Blade,3.0,1126.0
Razer,Blade,3.4,1604.0
Razer,Blade,3.6,1400.0
Asus,ROG,3.8,1424.0
Alienware,Area-51,3.7,733.0
Alienware,Area-51,3.1,853.0
Lenovo,Legion,3.0,765.0
Razer,Blade,3.8,1516.0
Razer,Blade,3.7,1975.0
Lenovo,Legion,3.3,784.0
Razer,Blade,3.8,821.0
MSI,Raider,3.3,687.0
Razer,Blade,3.0,736.0
HP,Omen,3.7,896.0
Razer,Blade,3.0,1231.0
Alienware,Area-51,3.0,832.0
Alienware,Area-51,3.7,919.0
Acer,Predator,3.3,1310.0
Alienware,Area-51,3.5,1778.0
Razer,Blade,3.0,1996.0
Asus,ROG,3.0,1284.0
Razer,Blade,3.6,956.0
Razer,Blade,3.2,1940.0
Alienware,Area-51,3.8,1737.0
HP,Omen,3.8,1504.0
Razer,Blade,3.5,1600.0
HP,Omen,3.3,1023.0
Asus,ROG,3.6,857.0
Razer,Blade,3.2,821.0
Acer,Predator,3.1,1533.0
Razer,Blade,3.2,1125.0
Razer,Blade,3.4,719.0
MSI,Raider,3.5,1295.0
Razer,Blade,3.8,969.0
Razer,Blade,3.3,819.0
Razer,Blade,3.3,775.0
Lenovo,Legion,3.4,1685.0
Razer,Blade,3.1,531.0
Asus,ROG,3.6,1294.0
Alienware,Area-51,3.1,1608.0
Razer,Blade,3.7,1948.0
Razer,Blade,3.1,1415.0
Razer,Blade,3.8,791.0
MSI,Raider,3.5,1713.0
Razer,Blade,3.7,1148.0
Razer,Blade,3.0,1820.0
Razer,Blade,3.0,672.0
HP,Omen,3.8,1952.0
Razer,Blade,3.1,1561.0
Asus,ROG,3.2,1129.0
Razer,Blade,3.4,523.0
Razer,Blade,3.0,1037.0
Razer,Blade,3.2,1815.0
Razer,Blade,3.7,1486.0
Asus,ROG,3.8,1872.0
Razer,Blade,3.6,534.0
HP,Omen,3.3,1995.0
HP,Omen,3.5,1977.0
Razer,Blade,3.5,864.0
Razer,Blade,3.6,1315.0
Asus,ROG,3.3,1296.0
Asus,ROG,3.2,993.0
Razer,Blade,3.3,1680.0
Razer,Blade,3.1,920.0
Razer,Blade,3.4,1206.0
Razer,Blade,3.0,1761.0
Lenovo,Legion,3.8,1175.0
Razer,Blade,3.1,1266.0
Acer,Predator,3.0,1696.0
Lenovo,Legion,3.3,1701.0
Razer,Blade,3.7,622.0
HP,Omen,3.6,989.0
Razer,Blade,3.7,570.0
Razer,Blade,3.1,967.0
Razer,Blade,3.2,1193.0
MSI,Raider,3.8,1466.0
Lenovo,Legion,3.1,1020.0
MSI,Raider,3.2,1984.0
Alienware,Area-51,3.7,1056.0
Razer,Blade,3.5,617.0
HP,Omen,3.6,560.0
Razer,Blade,3.0,891.0
Razer,Blade,3.1,1773.0
MSI,Raider,3.4,630.0
Razer,Blade,3.5,1568.0
Asus,ROG,3.0,1196.0
HP,Omen,3.2,1609.0
Acer,Predator,3.2,1389.0
Razer,Blade,3.4,1136.0
Razer,Blade,3.3,526.0
Razer,Blade,3.4,1674.0
Razer,Blade,3.8,1537.0
Razer,Blade,3.0,879.0
Razer,Blade,3.4,587.0
Razer,Blade,3.4,1200.0
Razer,Blade,3.4,840.0
Razer,Blade,3.0,531.0
Acer,Predator,3.1,1946.0
Asus,ROG,3.0,893.0
MSI,Raider,3.2,1939.0
Lenovo,Legion,3.2,1831.0
Razer,Blade,3.8,791.0
Razer,Blade,3.2,1899.0
Asus,ROG,3.6,1336.0
Razer,Blade,3.3,1470.0
Razer,Blade,3.4,1611.0
Razer,Blade,3.7,1155.0
Acer,Predator,3.7,1451.0
Razer,Blade,3.8,522.0
Razer,Blade,3.4,1851.0
Razer,Blade,3.1,1671.0
Asus,ROG,3.7,1674.0
Razer,Blade,3.1,603.0
Razer,Blade,3.7,806.0
Razer,Blade,3.6,977.0
Asus,ROG,3.7,1728.0
Razer,Blade,3.1,1696.0
Asus,ROG,3.5,1682.0
Razer,Blade,3.8,798.0
HP,Omen,3.3,1133.0
Asus,ROG,3.4,1214.0
Acer,Predator,3.2,941.0
HP,Omen,3.8,1926.0
Alienware,Area-51,3.6,1271.0
Alienware,Area-51,3.1,1054.0
HP,Omen,3.7,962.0
Asus,ROG,3.4,1969.0
Razer,Blade,3.6,629.0
HP,Omen,3.5,1596.0
Razer,Blade,3.2,1765.0
Razer,Blade,3.3,968.0
Alienware,Area-51,3.3,980.0
Razer,Blade,3.5,900.0
Razer,Blade,3.8,1772.0
Razer,Blade,3.5,1852.0
Alienware,Area-51,3.3,1105.0
Razer,Blade,3.8,1078.0
Razer,Blade,3.0,1970.0
Razer,Blade,3.8,1395.0
Lenovo,Legion,3.8,1781.0
Razer,Blade,3.2,1598.0
Razer,Blade,3.8,1274.0
Lenovo,Legion,3.5,1651.0
Razer,Blade,3.5,1633.0
MSI,Raider,3.2,923.0
Razer,Blade,3.6,1192.0
Acer,Predator,3.4,573.0
Razer,Blade,3.5,1272.0
Acer,Predator,3.8,1517.0
Razer,Blade,3.1,1978.0
Lenovo,Legion,3.0,1136.0
Razer,Blade,3.7,1992.0
Razer,Blade,3.7,1323.0
Razer,Blade,3.1,1536.0
Lenovo,Legion,3.2,501.0
Lenovo,Legion,3.5,1749.0
HP,Omen,3.8,726.0
Asus,ROG,3.7,604.0
Acer,Predator,3.6,1011.0
Lenovo,Legion,3.0,1606.0
Razer,Blade,3.6,1854.0
Alienware,Area-51,3.8,1949.0
Razer,Blade,3.2,780.0
Alienware,Area-51,3.8,1565.0
Razer,Blade,3.5,733.0
Razer,Blade,3.2,1565.0
Razer,Blade,3.2,600.0
Razer,Blade,3.4,1497.0
Razer,Blade,3.3,574.0
Lenovo,Legion,3.6,1053.0
HP,Omen,3.6,994.0
Razer,Blade,3.6,1194.0
Asus,ROG,3.6,1146.0
Alienware,Area-51,3.8,548.0
Alienware,Area-51,3.2,795.0
Razer,Blade,3.0,746.0
Razer,Blade,3.6,719.0
Razer,Blade,3.3,1361.0
Razer,Blade,3.3,726.0
Razer,Blade,3.7,1718.0
Razer,Blade,3.1,1612.0
Alienware,Area-51,3.5,886.0
Razer,Blade,3.4,668.0
Razer,Blade,3.3,1297.0
Alienware,Area-51,3.3,1164.0
Razer,Blade,3.7,1683.0
Lenovo,Legion,3.0,1589.0
Asus,ROG,3.8,658.0
Razer,Blade,3.7,982.0
Alienware,Area-51,3.0,785.0
Alienware,Area-51,3.2,1661.0
Razer,Blade,3.2,1555.0
Asus,ROG,3.4,1132.0
Alienware,Area-51,3.6,526.0
Razer,Blade,3.0,1483.0
Razer,Blade,3.1,1162.0
Acer,Predator,3.6,1870.0
Razer,Blade,3.8,504.0
Razer,Blade,3.3,1884.0
Razer,Blade,3.5,1135.0
Razer,Blade,3.3,1945.0
HP,Omen,3.6,1191.0
Razer,Blade,3.7,519.0
Razer,Blade,3.8,1269.0
Razer,Blade,3.8,1124.0
Asus,ROG,3.5,1877.0
Lenovo,Legion,3.3,1233.0
Razer,Blade,3.4,559.0
Razer,Blade,3.2,1513.0
MSI,Raider,3.4,1367.0
Razer,Blade,3.5,567.0
Asus,ROG,3.7,1624.0
Razer,Blade,3.8,1799.0
Acer,Predator,3.1,1571.0
Razer,Blade,3.4,1325.0
Razer,Blade,3.0,1341.0
Razer,Blade,3.2,1778.0
Lenovo,Legion,3.8,608.0
Razer,Blade,3.2,1530.0
HP,Omen,3.5,591.0
Razer,Blade,3.1,1763.0
Razer,Blade,3.2,1124.0
Alienware,Area-51,3.1,981.0
Razer,Blade,3.5,1993.0
Razer,Blade,3.0,1862.0
Razer,Blade,3.7,866.0
Razer,Blade,3.3,843.0
Razer,Blade,3.7,1892.0
Razer,Blade,3.4,941.0
MSI,Raider,3.4,1327.0
Razer,Blade,3.6,869.0
Razer,Blade,3.4,830.0
Razer,Blade,3.5,1471.0
Razer,Blade,3.2,1156.0
Asus,ROG,3.2,1586.0
Razer,Blade,3.0,1123.0
MSI,Raider,3.6,778.0
MSI,Raider,3.2,1448.0
Razer,Blade,3.5,1965.0
Razer,Blade,3.8,1472.0
Razer,Blade,3.6,1066.0
Lenovo,Legion,3.8,796.0
Razer,Blade,3.6,748.0
Razer,Blade,3.3,677.0
Razer,Blade,3.8,1879.0
Razer,Blade,3.0,1278.0
Razer,Blade,3.2,711.0
Alienware,Area-51,3.1,762.0
Lenovo,Legion,3.7,627.0
MSI,Raider,3.8,523.0
Alienware,Area-51,3.0,1990.0
Razer,Blade,3.1,1626.0
Lenovo,Legion,3.6,1744.0
Lenovo,Legion,3.4,1926.0
Alienware,Area-51,3.6,559.0
